country,subgroup,value,model,accuracy,f1,sensitivity,specificity,auc
Gabon_DHS_2019_2021,education,secondary,LightGBM,0.6574923547400612,0.7821011673151751,0.881578947368421,0.1414141414141414,0.5579035973772817
Gabon_DHS_2019_2021,education,secondary,XGBoost,0.6941896024464832,0.8127340823970037,0.9517543859649122,0.10101010101010101,0.5603402445507709
Gabon_DHS_2019_2021,education,secondary,TabPFN,0.709480122324159,0.8275862068965517,1.0,0.04040404040404041,0.6014974304447989
Gabon_DHS_2019_2021,education,no education,LogReg,0.8518518518518519,0.8947368421052632,0.8947368421052632,0.75,0.8618421052631579
Gabon_DHS_2019_2021,education,no education,LightGBM,0.7777777777777778,0.8421052631578947,0.8421052631578947,0.625,0.8421052631578948
Gabon_DHS_2019_2021,education,no education,XGBoost,0.7407407407407407,0.8292682926829268,0.8947368421052632,0.375,0.881578947368421
Gabon_DHS_2019_2021,education,no education,TabPFN,0.7037037037037037,0.8181818181818182,0.9473684210526315,0.125,0.9013157894736842
Gabon_DHS_2019_2021,education,primary,LogReg,0.7227722772277227,0.8227848101265823,0.8783783783783784,0.2962962962962963,0.6476476476476476
Gabon_DHS_2019_2021,education,primary,LightGBM,0.693069306930693,0.802547770700637,0.8513513513513513,0.25925925925925924,0.6241241241241241
Gabon_DHS_2019_2021,education,primary,XGBoost,0.7128712871287128,0.8242424242424242,0.918918918918919,0.14814814814814814,0.6266266266266266
Gabon_DHS_2019_2021,education,primary,TabPFN,0.7227722772277227,0.8333333333333334,0.9459459459459459,0.1111111111111111,0.648898898898899
Gabon_DHS_2019_2021,education,higher,LogReg,0.5,0.5128205128205128,0.5,0.5,0.4833333333333333
Gabon_DHS_2019_2021,education,higher,LightGBM,0.5263157894736842,0.5263157894736842,0.5,0.5555555555555556,0.5333333333333333
Gabon_DHS_2019_2021,education,higher,XGBoost,0.5,0.5128205128205128,0.5,0.5,0.47777777777777775
Gabon_DHS_2019_2021,education,higher,TabPFN,0.4473684210526316,0.5333333333333333,0.6,0.2777777777777778,0.43888888888888894
Gabon_DHS_2019_2021,residence,urban,LogReg,0.6468926553672316,0.7591522157996147,0.8277310924369747,0.27586206896551724,0.6273906114169805
Gabon_DHS_2019_2021,residence,urban,LightGBM,0.6581920903954802,0.7746741154562383,0.8739495798319328,0.21551724137931033,0.571645899739206
Gabon_DHS_2019_2021,residence,urban,XGBoost,0.672316384180791,0.7913669064748201,0.9243697478991597,0.15517241379310345,0.5867864387134164
Gabon_DHS_2019_2021,residence,urban,TabPFN,0.6468926553672316,0.7731397459165155,0.8949579831932774,0.13793103448275862,0.620961315560707
Gabon_DHS_2019_2021,residence,rural,LogReg,0.7246376811594203,0.8347826086956521,0.9320388349514563,0.11428571428571428,0.6055478502080444
Gabon_DHS_2019_2021,residence,rural,LightGBM,0.7028985507246377,0.8193832599118943,0.9029126213592233,0.11428571428571428,0.6160887656033288
Gabon_DHS_2019_2021,residence,rural,XGBoost,0.7536231884057971,0.8571428571428571,0.9902912621359223,0.05714285714285714,0.5889042995839111
Gabon_DHS_2019_2021,residence,rural,TabPFN,0.7536231884057971,0.8583333333333333,1.0,0.02857142857142857,0.6049930651872399
Gabon_DHS_2019_2021,age_group,24–35m,LogReg,0.6521739130434783,0.7777777777777778,0.8860759493670886,0.1388888888888889,0.7264416315049227
Gabon_DHS_2019_2021,age_group,24–35m,LightGBM,0.6782608695652174,0.7909604519774012,0.8860759493670886,0.2222222222222222,0.6075949367088608
Gabon_DHS_2019_2021,age_group,24–35m,XGBoost,0.6956521739130435,0.8148148148148148,0.9746835443037974,0.08333333333333333,0.6213080168776371
Gabon_DHS_2019_2021,age_group,24–35m,TabPFN,0.6869565217391305,0.8144329896907216,1.0,0.0,0.6944444444444444
Gabon_DHS_2019_2021,age_group,48–59m,LogReg,0.5614035087719298,0.6153846153846154,0.625,0.48,0.47125
Gabon_DHS_2019_2021,age_group,48–59m,LightGBM,0.49122807017543857,0.5538461538461539,0.5625,0.4,0.57125
Gabon_DHS_2019_2021,age_group,48–59m,XGBoost,0.543859649122807,0.6285714285714286,0.6875,0.36,0.5425
